date,coder,clan_file,audiofile,block,timestamp,clip,tier,label,multi-tier-parent,dont_share,training,reliability
,,101_001125_reliability.cha,101_001125.wav,690,24318990_24319990,1,FAN,,N,False,False,True
,,101_001125_reliability.cha,101_001125.wav,690,24319990_24320790,2,OLN,,N,False,False,True
,,101_001125_reliability.cha,101_001125.wav,690,24320790_24321480,3,FAN,,N,False,False,True
,,101_001125_reliability.cha,101_001125.wav,690,24321480_24322280,4,OLN,,N,False,False,True
,,101_001125_reliability.cha,101_001125.wav,690,24322280_24322620,5,CHN,,N,False,False,True
,,101_001125_reliability.cha,101_001125.wav,690,24322620_24322900,6,CHN,,24322280_24322620,False,False,True
,,101_001125_reliability.cha,101_001125.wav,690,24322900_24323070,7,CHN,,24322280_24322620,False,False,True
,,101_001125_reliability.cha,101_001125.wav,690,24323070_24323180,8,CHN,,24322280_24322620,False,False,True
,,101_001125_reliability.cha,101_001125.wav,690,24323180_24324190,9,CXN,,N,False,False,True
,,101_001125_reliability.cha,101_001125.wav,690,24324190_24325590,10,TVN,,N,False,False,True
,,101_001125_reliability.cha,101_001125.wav,690,24325590_24327140,11,CXN,,N,False,False,True
,,101_001125_reliability.cha,101_001125.wav,690,24327140_24328190,12,TVF,,N,False,False,True
,,101_001125_reliability.cha,101_001125.wav,690,24328190_24329230,13,OLF,,N,False,False,True
,,101_001125_reliability.cha,101_001125.wav,690,24329230_24330570,14,OLN,,N,False,False,True
,,101_001125_reliability.cha,101_001125.wav,690,24330570_24331610,15,CHN,,N,False,False,True
,,101_001125_reliability.cha,101_001125.wav,690,24331610_24332210,16,FAN,,N,False,False,True
,,101_001125_reliability.cha,101_001125.wav,690,24332210_24333550,17,OLN,,N,False,False,True
,,101_001125_reliability.cha,101_001125.wav,690,24333550_24333630,18,CHN,,N,False,False,True
,,101_001125_reliability.cha,101_001125.wav,690,24333630_24334150,19,CHN,,24333550_24333630,False,False,True
,,101_001125_reliability.cha,101_001125.wav,690,24334150_24335180,20,OLN,,N,False,False,True
,,101_001125_reliability.cha,101_001125.wav,690,24335180_24336120,21,CHN,,N,False,False,True
,,101_001125_reliability.cha,101_001125.wav,690,24336120_24337380,22,OLF,,N,False,False,True
,,101_001125_reliability.cha,101_001125.wav,690,24337380_24338220,23,CHN,,N,False,False,True
