date,coder,clan_file,audiofile,block,timestamp,clip,tier,label,multi-tier-parent,dont_share,training,reliability
,,101_001125_reliability.cha,101_001125.wav,839,35463420_35464430,1,MAN,,N,False,False,True
,,101_001125_reliability.cha,101_001125.wav,839,35464430_35465230,2,CXN,,N,False,False,True
,,101_001125_reliability.cha,101_001125.wav,839,35465230_35466140,3,NOF,,N,False,False,True
,,101_001125_reliability.cha,101_001125.wav,839,35466140_35468190,4,FAN,,N,False,False,True
,,101_001125_reliability.cha,101_001125.wav,839,35468190_35469010,5,OLF,,N,False,False,True
,,101_001125_reliability.cha,101_001125.wav,839,35469010_35470420,6,FAN,,N,False,False,True
,,101_001125_reliability.cha,101_001125.wav,839,35470420_35471410,7,OLF,,N,False,False,True
,,101_001125_reliability.cha,101_001125.wav,839,35471410_35472360,8,CXN,,N,False,False,True
,,101_001125_reliability.cha,101_001125.wav,839,35472360_35473740,9,OLF,,N,False,False,True
,,101_001125_reliability.cha,101_001125.wav,839,35473740_35474620,10,NOF,,N,False,False,True
,,101_001125_reliability.cha,101_001125.wav,839,35474620_35474790,11,CHN,,N,False,False,True
,,101_001125_reliability.cha,101_001125.wav,839,35474790_35475700,12,CHN,,35474620_35474790,False,False,True
,,101_001125_reliability.cha,101_001125.wav,839,35475700_35476240,13,CHN,,35474620_35474790,False,False,True
,,101_001125_reliability.cha,101_001125.wav,839,35476240_35476500,14,CHN,,35474620_35474790,False,False,True
,,101_001125_reliability.cha,101_001125.wav,839,35476500_35478300,15,FAN,,N,False,False,True
,,101_001125_reliability.cha,101_001125.wav,839,35478300_35479400,16,CXN,,N,False,False,True
,,101_001125_reliability.cha,101_001125.wav,839,35479400_35480520,17,FAN,,N,False,False,True
