date,coder,clan_file,audiofile,block,timestamp,clip,tier,label,multi-tier-parent,dont_share,training,reliability
,,103_010824_reliability.cha,103_010824.wav,403,9504810_9505410,1,CHN,,N,False,False,True
,,103_010824_reliability.cha,103_010824.wav,403,9505410_9506900,2,FAN,,N,False,False,True
,,103_010824_reliability.cha,103_010824.wav,403,9506900_9507790,3,TVF,,N,False,False,True
,,103_010824_reliability.cha,103_010824.wav,403,9507790_9508790,4,FAF,,N,False,False,True
,,103_010824_reliability.cha,103_010824.wav,403,9508790_9509390,5,CHN,,N,False,False,True
,,103_010824_reliability.cha,103_010824.wav,403,9509390_9510190,6,NOF,,N,False,False,True
,,103_010824_reliability.cha,103_010824.wav,403,9510190_9511000,7,CXN,,N,False,False,True
,,103_010824_reliability.cha,103_010824.wav,403,9511000_9512900,8,FAF,,N,False,False,True
,,103_010824_reliability.cha,103_010824.wav,403,9512900_9514450,9,NOF,,N,False,False,True
,,103_010824_reliability.cha,103_010824.wav,403,9514450_9515770,10,FAN,,N,False,False,True
